A,B,t,y
0.0,0.0,0.358,13.479873857955047
0.0,0.0,0.4944,17.04208176742398
1.0,1.0,0.6777,57.092018270936215
1.0,1.0,0.4751,53.73629154869435
0.0,0.0,0.0498,15.639261485526127
0.0,0.0,0.1053,16.49981589518529
0.0,0.0,0.4121,14.729817391504396
0.0,1.0,0.7115,38.168792021216966
0.0,0.0,0.6406,19.187664367579174
0.0,1.0,0.1865,35.80314203018344
1.0,1.0,0.2016,58.52269770225871
1.0,1.0,0.3942,59.7091169378843
0.0,1.0,0.6005,39.4886366533716
0.0,0.0,0.5212,16.70958317744383
1.0,1.0,0.6943,54.05468706747193
0.0,1.0,0.6466,39.72101386494755
1.0,1.0,0.1939,58.70564136964222
1.0,1.0,0.4062,61.155293783445906
0.0,0.0,0.2569,14.190286107776192
1.0,0.0,0.7076,25.856028298695193
1.0,0.0,0.664,25.633645128854745
1.0,0.0,0.6705,25.744363769243964
1.0,1.0,0.4362,58.866227901950275
0.0,0.0,0.8159,14.311847650751218
0.0,1.0,0.0845,36.15701934609783
0.0,0.0,0.4685,16.250825204495275
1.0,0.0,0.3839,27.6067713578039
1.0,0.0,0.2434,28.679141392963615
1.0,1.0,0.1144,55.919590784405976
0.0,0.0,0.5527,18.61372564043509
0.0,0.0,0.9567,10.66056393344774
0.0,0.0,0.0152,16.19569881315249
1.0,0.0,0.8916,28.732479641601053
0.0,1.0,0.0841,36.329898253425604
0.0,0.0,0.6503,19.334191044508934
1.0,0.0,0.8136,26.78263727961646
1.0,1.0,0.5738,55.53730202366465
0.0,0.0,0.9324,10.646549522881202
0.0,0.0,0.4025,14.290392869313264
1.0,1.0,0.5012,51.362690727861676
1.0,0.0,0.5653,25.900076201142877
0.0,1.0,0.1531,36.4166480175228
0.0,0.0,0.3443,14.200001144775182
0.0,1.0,0.293,34.05498994589734
0.0,1.0,0.9756,30.90629450192138
0.0,0.0,0.665,19.672861067664336
1.0,0.0,0.1001,29.464877275609318
0.0,0.0,0.4286,14.742923415484318
1.0,1.0,0.3319,54.29870056414887
1.0,1.0,0.4476,58.80250484338264
1.0,0.0,0.9682,28.81620696935297
0.0,1.0,0.0007,36.52635829185415
1.0,1.0,0.1903,56.180490496383335
0.0,1.0,0.3429,34.42764631285198
0.0,1.0,0.8959,31.623888434926215
0.0,0.0,0.7102,18.383793841110393
1.0,1.0,0.1366,53.629890389950035
1.0,0.0,0.4996,26.167579582866953
0.0,0.0,0.4878,15.905707606638135
1.0,1.0,0.7261,47.892174940676114
0.0,0.0,0.8002,14.959885834090874
0.0,1.0,0.1634,35.77243719526088
0.0,0.0,0.2997,14.532060029717869
1.0,0.0,0.3214,28.629999329867058
1.0,1.0,0.7923,57.98940056931821
1.0,1.0,0.8089,58.78247064402257
0.0,0.0,0.7938,14.976892715491495
1.0,1.0,0.4447,60.042263719367185
1.0,1.0,0.5982,60.054806346166906
0.0,0.0,0.7363,17.72318590950526
0.0,1.0,0.5759,38.342084267015416
1.0,0.0,0.1728,29.341460993632133
1.0,1.0,0.6707,57.5685634062739
1.0,1.0,0.9013,53.68053267058581
1.0,1.0,0.2195,59.457212901920286
0.0,0.0,0.0631,15.881469268913222
1.0,1.0,0.3152,53.945912813549256
0.0,1.0,0.2218,35.819604899833344
0.0,1.0,0.0548,36.18791097007331
1.0,0.0,0.0151,29.13710247423467
0.0,0.0,0.3585,13.577535730130817
1.0,0.0,0.6413,25.425622964342352
1.0,0.0,0.5291,26.183823741664927
0.0,0.0,0.7649,17.217960891409668
0.0,1.0,0.3597,34.654534295015054
0.0,1.0,0.1067,36.767663832757854
0.0,1.0,0.4627,36.00237599796495
1.0,0.0,0.5154,26.451534605168067
0.0,1.0,0.1666,36.01860209872108
1.0,0.0,0.1433,29.392072932460657
1.0,0.0,0.4005,27.582666042380055
1.0,0.0,0.6148,25.506209991339727
0.0,1.0,0.3296,34.20814002731234
0.0,0.0,0.4934,16.49433236616926
0.0,1.0,0.6527,39.52751638343672
1.0,0.0,0.8931,28.55868529232164
0.0,1.0,0.1175,35.87735465342152
1.0,1.0,0.9194,47.161584246368605
0.0,0.0,0.9203,11.281300545505108
1.0,0.0,0.0874,29.29240776237047
0.0,1.0,0.7856,36.28362765464369
0.0,0.0,0.0178,16.168286360448167
0.0,1.0,0.4565,35.48249152985017
0.0,1.0,0.7751,36.89700834588244
1.0,0.0,0.8391,27.058150961611002
0.0,0.0,0.7545,17.11532902061309
1.0,0.0,0.3613,27.555139730038174
0.0,0.0,0.3936,14.304520726404176
1.0,1.0,0.3843,56.37816841896154
1.0,0.0,0.4444,26.66913226497977
0.0,1.0,0.5185,37.361982194916116
0.0,0.0,0.7099,18.416772954657656
1.0,1.0,0.2132,56.45380204713561
1.0,0.0,0.3591,27.918709232118264
0.0,1.0,0.2178,35.3445577513472
1.0,1.0,0.9234,50.40552168318112
0.0,0.0,0.8178,14.479477828342198
1.0,0.0,0.7079,25.241293003130345
1.0,0.0,0.3748,27.58817743918914
1.0,1.0,0.0642,55.87037568951284
1.0,1.0,0.2669,53.789567608033956
1.0,0.0,0.9894,25.73090651774563
1.0,0.0,0.0797,29.56808416166837
1.0,0.0,0.3225,27.915001723645823
1.0,1.0,0.7103,51.1880285512505
1.0,0.0,0.7225,25.924713015111458
1.0,1.0,0.8734,60.92669192822865
1.0,0.0,0.3528,27.77911369238713
0.0,1.0,0.826,34.35193582990884
1.0,1.0,0.7237,48.56978575065419
1.0,0.0,0.5576,25.736183879055815
0.0,0.0,0.5753,18.49790800779786
1.0,1.0,0.9291,48.233910314612544
0.0,0.0,0.2922,14.052720095462124
0.0,1.0,0.588,38.91344828954358
1.0,1.0,0.4508,59.86123812139247
1.0,0.0,0.3541,27.86374357428366
0.0,0.0,0.8125,14.458810867764317
0.0,1.0,0.8765,32.51897818503785
0.0,0.0,0.4786,16.273953680340572
1.0,0.0,0.2043,29.138623008640515
1.0,0.0,0.6419,25.305395367387327
1.0,0.0,0.9672,29.136903364148594
0.0,1.0,0.1332,35.80782614578979
1.0,0.0,0.6011,25.474167777289196
0.0,1.0,0.028,36.5885036566295
0.0,1.0,0.4117,35.09011046241531
0.0,0.0,0.8811,11.553336866054035
0.0,0.0,0.6806,19.505827741153446
1.0,1.0,0.7028,50.380438702839555
0.0,0.0,0.0209,15.418138227776963
0.0,0.0,0.6981,19.302125211958348
1.0,0.0,0.5864,25.889136073900517
1.0,1.0,0.4494,59.858097509910294
1.0,1.0,0.2011,55.39358563745
1.0,1.0,0.2794,53.58629959835114
1.0,0.0,0.6952,25.838602087579268
0.0,1.0,0.3365,34.51457883325959
1.0,0.0,0.8859,28.25846387189133
1.0,1.0,0.7386,49.11590086600176
0.0,0.0,0.9931,10.607022081693088
0.0,1.0,0.4364,35.01491238912248
0.0,0.0,0.3137,13.685449324515002
1.0,1.0,0.7136,50.20449930123601
0.0,1.0,0.037,36.26564069632343
1.0,1.0,0.9624,49.746694576808004
0.0,1.0,0.7431,37.51459474659282
1.0,0.0,0.5045,26.2319133745654
1.0,0.0,0.9747,28.765731185549093
0.0,0.0,0.1269,15.865765108880444
0.0,1.0,0.9419,30.46866816466798
0.0,1.0,0.9779,30.928264013766228
0.0,1.0,0.7266,38.11475365006295
1.0,0.0,0.2252,29.30304998954163
1.0,0.0,0.7822,26.217341997344036
1.0,0.0,0.2465,29.167992368349555
0.0,0.0,0.0747,16.23479563065155
1.0,0.0,0.9474,29.44822372014963
0.0,1.0,0.7862,35.97031995661219
1.0,1.0,0.7262,50.31077507557122
1.0,1.0,0.3269,54.498804240865844
0.0,0.0,0.3829,13.986256010458284
0.0,1.0,0.0836,35.852584157943475
0.0,0.0,0.3796,14.16719238403337
0.0,0.0,0.8578,12.914369540840388
0.0,0.0,0.9915,10.462887725853141
1.0,0.0,0.0778,29.829031346884506
1.0,1.0,0.2279,59.03364789998282
1.0,1.0,0.0855,54.15417853728897
0.0,0.0,0.6179,19.831235211198283
0.0,0.0,0.3484,14.283079507277598
0.0,1.0,0.1618,35.73651713297601
0.0,0.0,0.0477,15.902437375359913
1.0,0.0,0.9155,28.89345614654556
0.0,1.0,0.7169,38.9850526206169
0.0,1.0,0.0252,35.93862864608066
0.0,1.0,0.7219,37.91796561560945
1.0,0.0,0.9308,29.454426305976252
1.0,1.0,0.1163,54.36070475771685
0.0,0.0,0.4945,16.065587215066337
0.0,0.0,0.7757,16.782134597974178
1.0,1.0,0.6739,55.96578077776731
1.0,1.0,0.3508,52.42812982320912
1.0,1.0,0.2873,53.01809319334246
1.0,0.0,0.1403,29.912617916289648
1.0,1.0,0.6836,54.69094712696432
1.0,0.0,0.8962,28.832331911772677
0.0,0.0,0.1682,16.00284403900799
0.0,1.0,0.0351,35.86542147121772
1.0,0.0,0.1294,29.98104933113184
0.0,0.0,0.5851,18.660970794745655
0.0,0.0,0.479,16.03906696646325
0.0,1.0,0.3194,34.07154984663244
1.0,1.0,0.6816,54.84257041250826
1.0,0.0,0.0376,29.5337776445529
1.0,0.0,0.4181,26.966986494592014
1.0,1.0,0.2346,58.74380759301563
0.0,0.0,0.6728,19.26965029101561
0.0,0.0,0.8596,12.772035257235416
1.0,1.0,0.378,58.203065101801755
1.0,0.0,0.0203,29.33806687670922
0.0,1.0,0.5349,38.12707933396607
0.0,1.0,0.3766,34.339405867814996
0.0,1.0,0.849,33.36861001844494
1.0,1.0,0.7215,50.412862232681206
0.0,0.0,0.8664,12.12938873861004
0.0,0.0,0.9554,10.862993430555171
0.0,1.0,0.7129,38.95432531743601
1.0,1.0,0.9859,54.99071675447914
0.0,0.0,0.3076,13.957262348923827
1.0,1.0,0.4506,58.16925284142816
1.0,1.0,0.0993,52.80766797223302
0.0,1.0,0.1578,35.89832783033455
0.0,1.0,0.7144,38.324931044975415
1.0,1.0,0.4248,59.16959365662272
1.0,1.0,0.9251,46.78408471463973
0.0,1.0,0.268,34.48301069074502
1.0,1.0,0.545,52.87405016239903
0.0,0.0,0.2072,15.591552573001994
0.0,1.0,0.6481,39.78477882290225
0.0,0.0,0.5411,18.2818499895206
0.0,0.0,0.3425,14.241781526558771
1.0,0.0,0.887,28.671270911012424
0.0,1.0,0.9685,30.38478983138598
1.0,1.0,0.9932,54.39131368279731
0.0,1.0,0.4252,34.58536142061059
0.0,1.0,0.0415,36.12127097841827
0.0,0.0,0.6258,19.674223821305127
1.0,1.0,0.4296,57.48200550321099
0.0,0.0,0.2327,14.757406292522283
0.0,0.0,0.2533,14.668641710984
0.0,0.0,0.3996,14.177288898778844
1.0,1.0,0.6953,53.20848144542266
1.0,1.0,0.7821,55.946350148014915
1.0,0.0,0.0364,29.093294208591548
1.0,0.0,0.6972,25.536698829389483
1.0,0.0,0.2494,29.266253558061877
0.0,0.0,0.0599,15.59874330372286
1.0,0.0,0.65,25.61559602173899
0.0,0.0,0.9854,11.061250458229686
0.0,1.0,0.1436,36.624366736942235
0.0,0.0,0.354,14.148298859160738
1.0,1.0,0.2008,58.286830469180096
0.0,1.0,0.3904,34.74844529798255
0.0,1.0,0.6539,39.445300064277404
0.0,1.0,0.766,36.96233938492082
1.0,0.0,0.226,28.82001976559742
1.0,1.0,0.9791,52.81690267862983
1.0,1.0,0.2059,56.45827441550852
1.0,0.0,0.394,27.321949566408453
1.0,1.0,0.4843,55.19825264433647
0.0,1.0,0.6052,39.78099478722144
1.0,1.0,0.5461,52.13932103079217
1.0,0.0,0.1533,29.338043126027394
1.0,1.0,0.274,54.72865839714105
0.0,1.0,0.3334,33.86127812267261
0.0,0.0,0.3713,14.293826701664825
1.0,0.0,0.5845,25.56270699499142
0.0,1.0,0.403,34.233759404199844
0.0,0.0,0.5937,18.48818707300928
0.0,1.0,0.6372,39.90637212751005
1.0,0.0,0.0638,29.43497045815479
1.0,0.0,0.3995,27.619247441973506
1.0,0.0,0.0002,29.11427684092648
0.0,0.0,0.0483,16.578937821757282
0.0,0.0,0.4574,15.07723660898431
0.0,1.0,0.6104,39.230089949226155
1.0,1.0,0.1975,55.70582469863693
1.0,1.0,0.0846,56.32846746727294
0.0,1.0,0.5772,38.67894321907792
1.0,0.0,0.1014,29.713317232301044
1.0,0.0,0.2889,28.84617747935637
1.0,0.0,0.4217,27.138735698568276
0.0,1.0,0.7092,38.86412665328067
1.0,0.0,0.8669,27.86327766436799
1.0,1.0,0.3209,53.6930496337858
0.0,0.0,0.1803,16.083919686337353
1.0,1.0,0.6458,62.37529569445205
1.0,0.0,0.9782,28.170126326274406
1.0,1.0,0.1537,57.25032179900691
0.0,1.0,0.9515,30.956806053444375
0.0,0.0,0.0678,16.40773042596777
1.0,0.0,0.4467,27.238108096322158
0.0,0.0,0.228,14.781946789629735
1.0,1.0,0.846,61.90646851650461
1.0,1.0,0.0042,54.772093313556404
0.0,1.0,0.6479,39.777962381926244
1.0,0.0,0.6708,25.245988620554005
1.0,1.0,0.8137,62.16736002604701
0.0,0.0,0.6516,19.40159146356155
0.0,1.0,0.5496,38.15248132562618
1.0,1.0,0.842,63.67433644851731
0.0,1.0,0.8955,31.408168954129046
1.0,1.0,0.5823,57.81073741876281
0.0,0.0,0.9614,10.845836537873186
1.0,1.0,0.455,55.81835359687298
1.0,1.0,0.307,54.537005170739
1.0,1.0,0.8063,61.079203388252786
0.0,1.0,0.1904,35.510425267303745
1.0,1.0,0.5384,53.33397529152404
1.0,0.0,0.602,25.43164911356854
0.0,1.0,0.2659,35.1631361648514
1.0,1.0,0.8865,54.482622426893144
1.0,1.0,0.2461,56.5218439319121
1.0,1.0,0.7601,51.076924884139885
1.0,1.0,0.6831,55.28176825106998
0.0,0.0,0.7367,17.63608152172404
0.0,1.0,0.5028,36.42105878076519
0.0,0.0,0.6453,19.619133989695513
1.0,0.0,0.6027,25.370158591831185
1.0,1.0,0.7584,49.051156027916505
0.0,1.0,0.3445,34.58866640407911
0.0,1.0,0.5468,37.54864426031056
0.0,0.0,0.058,16.62248553286773
0.0,1.0,0.1389,35.86883154910308
0.0,1.0,0.2868,34.1918819617768
0.0,0.0,0.3032,14.354319094566527
0.0,1.0,0.3432,33.7816071442796
0.0,0.0,0.54,17.59115391537421
1.0,0.0,0.9045,28.63308081714133
0.0,0.0,0.0756,15.62795185864951
1.0,0.0,0.4829,26.55973601274143
1.0,0.0,0.1396,29.66768834302914
1.0,0.0,0.5598,25.73146328541065
0.0,0.0,0.6517,19.314434506474928
0.0,1.0,0.0688,35.870583425387416
1.0,0.0,0.4278,26.76670683925631
1.0,0.0,0.4419,26.802184048272082
1.0,0.0,0.6136,25.314604309069477
1.0,1.0,0.4793,52.59169381950547
0.0,0.0,0.4082,14.428017360722702
1.0,0.0,0.4282,26.872863904416313
0.0,1.0,0.5606,38.325272941464554
0.0,0.0,0.5194,17.118713181101512
1.0,0.0,0.2962,28.787770720480594
0.0,1.0,0.419,34.67948267192946
0.0,1.0,0.1079,36.325871010110156
0.0,1.0,0.0438,36.52297127645645
0.0,1.0,0.9638,30.29826109781355
0.0,1.0,0.2713,35.20786497804283
1.0,1.0,0.7124,52.33705353512496
0.0,0.0,0.6426,18.949891137408063
1.0,1.0,0.5579,54.99748607660093
1.0,1.0,0.777,54.33041185622196
1.0,0.0,0.0521,29.554321468284826
0.0,0.0,0.646,19.931209345444987
1.0,0.0,0.4538,26.783560084574816
0.0,0.0,0.114,16.69611521512299
1.0,0.0,0.7666,26.413438629887757
0.0,1.0,0.704,39.109119918841735
1.0,0.0,0.4146,27.505511620186557
1.0,0.0,0.7704,26.02667467353899
1.0,1.0,0.6549,59.58810259096445
1.0,0.0,0.4102,26.993649397201796
1.0,0.0,0.1802,29.34767384879063
1.0,0.0,0.6212,25.19079262502899
0.0,0.0,0.2513,14.620877742382216
0.0,0.0,0.7249,17.85564967864832
1.0,0.0,0.4222,27.284455434915202
1.0,0.0,0.2269,29.20709296027742
1.0,0.0,0.1296,29.830097418571683
0.0,1.0,0.5133,36.73149094397879
0.0,0.0,0.8838,11.214735015425115
1.0,0.0,0.5556,25.519215889785563
1.0,0.0,0.3562,27.90601378937966
0.0,0.0,0.283,14.495962848892427
1.0,0.0,0.5894,25.649618250912763
1.0,0.0,0.0396,29.37415838750226
1.0,1.0,0.5356,50.73655603131758
0.0,1.0,0.8555,32.54533453973243
0.0,1.0,0.5906,38.666493501599675
1.0,0.0,0.7212,25.559108487305963
0.0,0.0,0.7473,16.930247357406515
1.0,0.0,0.9574,29.39556513955396
1.0,0.0,0.3842,27.701719511036025
1.0,0.0,0.5122,26.156309818310064
1.0,0.0,0.6175,25.826535325217748
1.0,0.0,0.1722,29.78029857063373
0.0,0.0,0.1616,16.15921598899849
0.0,1.0,0.0479,36.48171537985611
0.0,1.0,0.0349,36.17205650051831
1.0,0.0,0.6463,25.1720932305271
1.0,0.0,0.1407,29.894261949713275
1.0,1.0,0.1784,56.90800033491335
0.0,1.0,0.1452,36.5596435153661
0.0,0.0,0.0818,16.254669145955425
0.0,1.0,0.7155,38.906528467083156
1.0,1.0,0.0943,56.60500514383021
1.0,0.0,0.9295,29.03705364732598
1.0,1.0,0.9777,50.7833886351086
0.0,1.0,0.1953,35.728741522981494
0.0,1.0,0.034,36.171435111880655
1.0,1.0,0.2312,55.999885533613806
0.0,1.0,0.3156,33.933110284615225
1.0,1.0,0.2328,57.8438550882329
1.0,1.0,0.8231,63.259981689689
0.0,0.0,0.4077,14.030516711877752
1.0,0.0,0.5761,25.758171353302608
0.0,1.0,0.1806,36.023119110737284
0.0,1.0,0.8764,32.04963044925157
0.0,1.0,0.5156,37.776231739013014
1.0,1.0,0.4376,57.28224692642111
0.0,0.0,0.1278,16.267394277114384
0.0,1.0,0.7306,38.223535436214206
1.0,0.0,0.6412,25.602108278026282
1.0,0.0,0.7997,26.708681455852638
1.0,1.0,0.4511,59.78414573893094
0.0,0.0,0.8996,11.336803301596575
1.0,0.0,0.1234,29.35879003771104
1.0,0.0,0.7233,25.615186438915842
0.0,0.0,0.4851,16.201842369900675
0.0,0.0,0.9166,11.404931907931932
0.0,1.0,0.7911,35.574091792745946
1.0,0.0,0.3799,27.86328954799199
1.0,0.0,0.4316,27.338877802845445
1.0,1.0,0.816,62.312632023741365
0.0,0.0,0.7011,18.772600088703864
1.0,0.0,0.4553,26.566466086400197
0.0,1.0,0.2559,35.11704439426808
0.0,1.0,0.7207,38.84939215784246
1.0,0.0,0.2678,28.65234078907955
0.0,0.0,0.3837,14.204977488164225
1.0,1.0,0.2607,56.456023563559185
0.0,1.0,0.6154,38.86148412385465
1.0,0.0,0.022,28.96216489565312
0.0,0.0,0.1035,16.722208487691894
0.0,1.0,0.48,36.28539242922881
0.0,0.0,0.3434,13.566297639294772
0.0,0.0,0.791,15.552721012511753
1.0,1.0,0.0223,57.27904722728453
1.0,0.0,0.5519,26.271230950590876
0.0,1.0,0.1236,36.25602256509775
0.0,0.0,0.3527,13.755632629885572
1.0,1.0,0.8013,57.48210676983711
0.0,1.0,0.8779,32.3893342221516
1.0,0.0,0.4472,26.628152186569366
1.0,1.0,0.484,54.654689279812835
0.0,1.0,0.7172,38.524241641283396
1.0,0.0,0.9154,28.973721806605862
0.0,0.0,0.1577,15.55408501077383
1.0,0.0,0.1102,29.609602637193056
1.0,0.0,0.4643,26.74351488989784
0.0,1.0,0.6644,39.71596644828309
1.0,0.0,0.7936,26.617105063550305
0.0,1.0,0.4969,37.25549991440087
0.0,1.0,0.9182,30.404437344797262
0.0,1.0,0.2953,34.833106270562084
1.0,0.0,0.8497,27.63676010482055
0.0,0.0,0.8357,13.40744567743294
1.0,0.0,0.1891,29.807726401292065
0.0,1.0,0.0337,35.82689407666238
0.0,0.0,0.7608,16.732521860978057
0.0,1.0,0.5311,37.93054947878384
1.0,1.0,0.1437,56.177484227118846
0.0,0.0,0.9388,10.250390736573047
0.0,0.0,0.9467,10.799080970465111
0.0,1.0,0.3933,34.5291122200687
0.0,0.0,0.7009,18.87568489631188
1.0,0.0,0.1925,29.099505214411714
0.0,0.0,0.1492,15.805252115051402
0.0,0.0,0.5102,17.47893786690196
1.0,0.0,0.2821,28.438864378854987
1.0,0.0,0.3652,27.89096463531692
1.0,0.0,0.7105,25.448740207204516
1.0,0.0,0.6357,25.48598042280231
0.0,1.0,0.1921,35.62978825036595
0.0,0.0,0.7889,15.915689374659454
0.0,0.0,0.6837,19.23080581119096
1.0,0.0,0.7104,25.958690612660632
1.0,0.0,0.3573,28.14839296477421
0.0,0.0,0.8276,14.266413337658008
0.0,0.0,0.6745,18.834885047768545
1.0,1.0,0.065,56.21479153343953
0.0,1.0,0.0198,35.76724713959096
0.0,0.0,0.7071,18.408717159889687
0.0,0.0,0.964,10.028078001835782
0.0,0.0,0.5373,17.177744455849584
0.0,0.0,0.4303,14.99459345067293
1.0,0.0,0.7775,26.33883963368139
1.0,1.0,0.1787,54.6126376300696
0.0,0.0,0.0853,15.98924902822595
1.0,1.0,0.0724,55.84620807275888
1.0,1.0,0.8755,59.583759897069
0.0,0.0,0.6091,19.794601469919975
0.0,1.0,0.3009,34.07227072132538
1.0,0.0,0.1749,29.547130046832834
0.0,0.0,0.8847,11.825738920800381
0.0,0.0,0.0073,15.82487902092199
1.0,1.0,0.1944,55.478126151158335
1.0,0.0,0.1647,29.246434072865608
1.0,0.0,0.7025,25.27495858481
1.0,1.0,0.639,59.39319984980665
1.0,0.0,0.8148,26.937635236430125
0.0,0.0,0.5805,19.21964134529096
1.0,1.0,0.5914,56.2104255798576
0.0,0.0,0.5767,18.434947543019426
1.0,0.0,0.1271,29.339508246841817
0.0,1.0,0.9735,30.796937252474734
0.0,1.0,0.9397,30.38354735163384
0.0,1.0,0.8168,34.29927129228032
1.0,1.0,0.1758,57.71636781338478
1.0,1.0,0.162,55.82624055931028
1.0,1.0,0.7083,49.85388157719784
0.0,1.0,0.0213,36.2471060673955
0.0,1.0,0.1317,36.24593124787284
0.0,0.0,0.7543,17.177283333599874
0.0,1.0,0.1851,35.45186442892687
0.0,0.0,0.6823,18.907192907402194
1.0,0.0,0.7125,25.656471275472363
0.0,0.0,0.5444,17.404445164186775
1.0,0.0,0.4355,27.32582973825334
0.0,1.0,0.8279,34.31138289646178
0.0,1.0,0.7991,35.097358809842895
0.0,0.0,0.0001,15.41817407928539
1.0,0.0,0.5933,25.6438267358573
0.0,1.0,0.7256,38.522176239002505
0.0,0.0,0.9447,10.777474040247824
0.0,0.0,0.8621,12.211761117096948
0.0,0.0,0.7994,14.827065813049495
1.0,0.0,0.7315,25.468934505019078
1.0,1.0,0.9754,49.07837979277911
0.0,0.0,0.7462,17.716267278287116
0.0,1.0,0.5059,36.82945718600862
1.0,1.0,0.9783,50.28924067924163
0.0,1.0,0.6049,39.5378142177687
0.0,0.0,0.2063,14.840160914944336
0.0,1.0,0.4187,35.310564804440354
0.0,0.0,0.1383,15.883596394728997
0.0,1.0,0.8854,31.964063901064506
0.0,0.0,0.3423,13.745005064058581
